24300,104,104
24300,104,104
24300,104,104
24300,104,104
24300,104,104
24300,104,104
24300,104,104
24300,104,104
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
24300,104,104
24300,104,104
24300,104,104
24300,104,104
24300,104,104
24300,104,104
24300,104,104
24300,104,104
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
24300,104,104
24300,104,104
24300,104,104
24300,104,104
24300,104,104
24300,104,104
24300,104,104
24300,104,104
90,90,43
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
